Origin,Destination,Distance (km),Travel Time (hours),Bus Number,Departure Time,Intermediate Stops
Glasgow,Leicester,78,1.9,ZZC811,10:23,"Liverpool, Bournemouth, Exeter"
Glasgow,Oxford,492,3.0,ZLS907,06:20,Newport
Glasgow,Cambridge,411,5.3,JPU371,07:43,"Glasgow, Luton, Plymouth"
Glasgow,York,269,4.8,FPG119,07:55,"Inverness, London, Woking, Rotherham, Basildon"
Glasgow,Aberdeen,68,5.7,AGT928,13:49,"Nottingham, Aberdeen, Belfast, Derby, Bournemouth"
Glasgow,Dundee,226,5.0,RFV493,22:27,"Inverness, Luton, Southampton"
Glasgow,Inverness,121,3.2,XYO632,18:53,"Chelmsford, London, Peterborough, Leeds"
Glasgow,Exeter,218,2.7,KDS856,23:59,
Glasgow,Plymouth,158,2.7,YJB309,12:55,"Dundee, Leeds, Manchester"
Glasgow,Swansea,278,2.9,XDP187,23:16,"Liverpool, Newport, Birmingham, Reading"
Glasgow,Newport,251,5.0,FVY682,06:23,"Huddersfield, Norwich, Derby"
Glasgow,Coventry,401,0.7,DLT915,07:45,"Bristol, Coventry, Derby, Dundee"
Glasgow,Stoke-on-Trent,243,1.8,JGW445,12:20,"Woking, Rotherham, Edinburgh, Sheffield"
Glasgow,Wolverhampton,464,4.5,MHE724,15:08,"Sheffield, Colchester, Newcastle"
Glasgow,Derby,471,2.6,PHJ869,16:25,"Newport, Dundee, Manchester, Bristol, Glasgow"
Glasgow,Norwich,165,2.5,BZH941,06:59,"Leeds, Newcastle, Plymouth"
Glasgow,Blackpool,240,1.6,EQP675,15:55,
Glasgow,Middlesbrough,308,0.6,DMO365,14:26,
Glasgow,Bournemouth,168,5.0,DRM875,10:28,"Oxford, Birmingham, Middlesbrough, Cardiff"
Glasgow,Luton,229,5.7,KBQ100,11:17,"Brighton, Norwich, Leicester, Middlesbrough"
Glasgow,Reading,426,0.9,DUN306,13:30,"Brighton, Warrington, Nottingham, Plymouth"
Glasgow,Warrington,390,4.2,XWZ217,14:54,
Glasgow,Peterborough,485,0.5,IYL675,03:54,"Portsmouth, Glasgow, Reading, Colchester, Oxford"
Glasgow,Huddersfield,338,1.6,LBI803,00:12,"Middlesbrough, Sheffield, Huddersfield"
Glasgow,Slough,484,6.0,DUA542,21:15,Coventry
Glasgow,Basildon,406,3.9,GIH502,21:40,
Glasgow,Chelmsford,312,3.3,DVC259,00:05,"Bedford, Portsmouth, Huddersfield, Newcastle, Cambridge"
Glasgow,Colchester,250,1.4,FIM333,02:02,"Belfast, Aberdeen"
Glasgow,Derry,162,4.5,VIN999,10:25,"Colchester, Cambridge, Reading, Swansea, Wolverhampton"
Glasgow,Woking,199,1.4,JNE153,17:55,"Basildon, Newcastle, Plymouth, Peterborough, Nottingham"
Glasgow,Rotherham,87,5.3,IUI486,05:12,"Portsmouth, Newport, Reading, Inverness, Bournemouth"
Glasgow,Bedford,126,1.2,UKF563,04:13,"Cardiff, Oxford, Birmingham, Colchester, Portsmouth"
Edinburgh,London,485,3.3,TJV772,01:13,"York, Chelmsford"
Edinburgh,Manchester,79,1.2,XXE827,22:35,"Manchester, Exeter, Bournemouth, Oxford, Dundee"
Edinburgh,Birmingham,275,2.0,OYI653,09:50,Exeter
Edinburgh,Liverpool,307,1.4,TXG679,00:30,Reading
Edinburgh,Leeds,168,4.2,ZGK760,15:23,"Colchester, Peterborough, Liverpool"
Edinburgh,Sheffield,324,1.7,KZJ956,16:52,
Edinburgh,Bristol,491,1.7,BEV992,18:21,"Blackpool, Norwich, Swansea, Derby"
Edinburgh,Glasgow,210,1.7,VHZ390,23:23,"Cambridge, Nottingham, Aberdeen, Portsmouth"
Edinburgh,Cardiff,176,5.5,MQK758,11:21,"Edinburgh, Belfast, Rotherham, Bournemouth, Colchester"
Edinburgh,Belfast,77,3.7,FWE987,14:27,Inverness
Edinburgh,Newcastle,442,5.3,QOR530,07:10,"Leeds, Derby, Warrington, Manchester, Brighton"
Edinburgh,Southampton,403,1.4,AFU712,15:55,"Woking, Peterborough, Inverness, Slough"
Edinburgh,Portsmouth,123,5.5,NCC487,09:37,"Manchester, Swansea, Basildon, Sheffield"
Edinburgh,Nottingham,214,2.0,TED667,06:32,"Wolverhampton, Coventry, Leicester, Norwich, Woking"
Edinburgh,Brighton,343,1.0,JRN819,08:36,"Portsmouth, Nottingham, Cambridge, Chelmsford, Bristol"
Edinburgh,Leicester,413,3.9,DTI178,20:32,"Derby, Inverness, Bedford, Coventry, Basildon"
Edinburgh,Oxford,228,1.5,PZC195,11:57,"Stoke-on-Trent, Wolverhampton, Sheffield"
Edinburgh,Cambridge,63,1.5,UOC539,15:41,"Colchester, Manchester, Cambridge"
Edinburgh,York,359,1.7,GLG146,17:02,Derry
Edinburgh,Aberdeen,294,3.4,YYQ168,18:06,"Bournemouth, Bristol"
Edinburgh,Dundee,444,3.6,TPB815,16:41,"Cambridge, Leicester"
Edinburgh,Inverness,469,5.1,ATP213,22:39,"Rotherham, Dundee"
Edinburgh,Exeter,116,3.3,YGT901,00:57,Coventry
Edinburgh,Plymouth,107,5.6,OZF956,20:11,Newport
Edinburgh,Swansea,319,4.7,ZYZ411,15:30,
Edinburgh,Newport,50,6.0,PVM523,01:25,"Swansea, Nottingham, Derry, Luton"
Edinburgh,Coventry,295,3.9,LVW403,15:09,"Birmingham, Coventry, Nottingham"
Edinburgh,Stoke-on-Trent,237,4.9,ETX646,22:50,
Edinburgh,Wolverhampton,288,0.8,PPE851,20:38,Colchester
Edinburgh,Derby,387,3.7,WUZ124,21:40,Slough
Edinburgh,Norwich,269,2.8,QTQ887,10:28,"York, Exeter, Coventry, Nottingham"
Edinburgh,Blackpool,282,4.5,BFS886,17:36,Bournemouth
Edinburgh,Middlesbrough,431,3.5,EWH227,18:48,
Edinburgh,Bournemouth,310,1.2,GPG731,10:52,"Blackpool, Oxford, Leeds, Cardiff"
Edinburgh,Luton,116,0.9,KUI887,06:11,"Aberdeen, Middlesbrough, Exeter"
Edinburgh,Reading,309,2.1,ZGX996,20:21,"Woking, Southampton, Cardiff, Manchester"
Edinburgh,Warrington,58,2.1,XMJ900,22:04,"Peterborough, Blackpool, Edinburgh, Rotherham, Warrington"
Edinburgh,Peterborough,273,4.0,POJ607,14:28,"Luton, Basildon, Manchester, Colchester, Woking"
Edinburgh,Huddersfield,230,3.6,YDX957,01:42,"Peterborough, Slough, Stoke-on-Trent, Leicester, Blackpool"
Edinburgh,Slough,489,2.3,AHB340,08:46,"Glasgow, Basildon, Coventry, Oxford, Belfast"
Edinburgh,Basildon,187,1.5,XKA978,05:27,"Glasgow, Luton, Chelmsford, London"
Edinburgh,Chelmsford,433,5.5,WJA317,20:06,
Edinburgh,Colchester,302,1.0,VBQ673,18:15,
Edinburgh,Derry,170,1.9,JWD400,16:54,"Dundee, Exeter"
Edinburgh,Woking,293,3.2,KML534,17:43,"Edinburgh, Aberdeen, Newport"
Edinburgh,Rotherham,439,1.2,BGR782,05:22,"Derry, Peterborough, Plymouth, Newport"
Edinburgh,Bedford,85,5.8,JOR363,00:23,Swansea
Cardiff,London,393,5.1,MHI342,22:38,Exeter
Cardiff,Manchester,279,4.5,KLE817,02:54,
Cardiff,Birmingham,117,3.7,ZGR297,14:55,Bournemouth
Cardiff,Liverpool,408,1.7,QVC306,23:11,London
Cardiff,Leeds,466,3.8,VUQ461,17:08,"Sheffield, York, Derry, Woking, Newcastle"
Cardiff,Sheffield,280,2.0,IKM320,02:08,Woking
Cardiff,Bristol,292,2.3,TPK809,07:50,
Cardiff,Glasgow,206,1.4,QRL107,10:17,"Rotherham, Nottingham, Peterborough"
Cardiff,Edinburgh,329,2.5,HBI692,23:37,Oxford
Cardiff,Belfast,498,0.6,RJG277,22:37,"Birmingham, Bedford, Inverness, Derby"
Cardiff,Newcastle,111,2.1,DDW643,04:30,"Bedford, Swansea"
Cardiff,Southampton,440,1.9,SCY548,16:27,Derry
Cardiff,Portsmouth,230,4.7,MKQ290,06:52,Reading
Cardiff,Nottingham,216,4.8,NPU943,13:38,"Derby, Dundee, Southampton"
Cardiff,Brighton,128,5.0,ALB773,10:30,"Warrington, Edinburgh, Middlesbrough, Bedford, Brighton"
Cardiff,Leicester,396,3.0,PWW610,03:02,"Sheffield, Bristol, Huddersfield, Wolverhampton"
Cardiff,Oxford,446,5.5,WUP537,17:16,"Edinburgh, Bristol, Blackpool"
Cardiff,Cambridge,379,1.4,UWY222,22:22,"York, Huddersfield, Oxford"
Cardiff,York,394,4.0,PMW544,21:02,"Chelmsford, Southampton, Peterborough, Exeter, Newport"
Cardiff,Aberdeen,406,0.8,UEP602,17:07,"Southampton, Newport, Oxford"
Cardiff,Dundee,393,2.9,LMF999,13:17,Aberdeen
Cardiff,Inverness,155,3.8,ZJT992,23:25,"Woking, Stoke-on-Trent, Rotherham, Oxford"
Cardiff,Exeter,440,5.9,KOA781,03:56,"Newport, Southampton, Wolverhampton"
Cardiff,Plymouth,102,1.3,YUU816,09:29,"Derby, Southampton, Swansea"
Cardiff,Swansea,465,3.1,BRL523,19:24,Wolverhampton
Cardiff,Newport,464,0.8,SYX167,00:14,Cambridge
Cardiff,Coventry,98,2.1,UKZ796,17:25,"Newcastle, London, Bristol, Cardiff, Liverpool"
Cardiff,Stoke-on-Trent,493,3.9,DNQ785,01:39,Glasgow
Cardiff,Wolverhampton,89,5.1,LMB736,08:54,"Southampton, Huddersfield, London, Rotherham, Derry"
Cardiff,Derby,242,2.2,GTJ625,19:27,"Brighton, Bristol, Middlesbrough"
Cardiff,Norwich,386,4.2,IYJ332,19:37,"Cambridge, Plymouth"
Cardiff,Blackpool,378,1.7,IEX659,06:39,"Plymouth, Bedford, Norwich"
Cardiff,Middlesbrough,490,5.6,WGQ587,08:51,Coventry
Cardiff,Bournemouth,415,5.2,LTQ812,22:48,"Warrington, Basildon, Peterborough"
Cardiff,Luton,279,3.9,CLK763,04:50,"Belfast, Norwich, Middlesbrough, Birmingham, Warrington"
Cardiff,Reading,74,3.4,QHE259,11:23,
Cardiff,Warrington,472,4.8,LUO290,04:26,Stoke-on-Trent
Cardiff,Peterborough,132,5.1,XVA695,14:32,Bournemouth
Cardiff,Huddersfield,78,0.6,QYB668,19:46,"Aberdeen, Birmingham, Derby, Brighton"
Cardiff,Slough,379,5.9,UHS761,14:43,"Plymouth, Newcastle, Derby"
Cardiff,Basildon,443,1.8,VDH589,04:49,"Bedford, Derry, Middlesbrough"
Cardiff,Chelmsford,332,2.1,FFM778,15:53,"Brighton, Cambridge, Derby, Manchester, Inverness"
Cardiff,Colchester,113,3.2,YLJ467,17:16,"Birmingham, Belfast, Brighton, Liverpool"
Cardiff,Derry,365,3.7,YUM798,11:13,"Plymouth, Portsmouth, Woking, Liverpool"
Cardiff,Woking,321,3.9,CYZ698,06:54,"Brighton, Rotherham, Woking"
Cardiff,Rotherham,213,5.8,FVF437,14:10,
Cardiff,Bedford,363,1.2,GIG762,19:22,Nottingham
Belfast,London,241,5.0,LAC915,15:50,
Belfast,Manchester,377,1.5,PRK265,19:41,
Belfast,Birmingham,265,4.6,IFP587,22:35,"Colchester, Derry, Norwich, Chelmsford"
Belfast,Liverpool,242,2.7,VII429,10:22,"Peterborough, Newport, Middlesbrough, Luton"
Belfast,Leeds,272,1.4,HDW386,10:16,"Aberdeen, Newcastle"
Belfast,Sheffield,213,3.9,YGZ936,15:55,
Belfast,Bristol,459,0.5,CXW551,08:54,"Norwich, Basildon, Birmingham, York, Swansea"
Belfast,Glasgow,476,1.6,PKE359,10:09,
Belfast,Edinburgh,365,4.7,HGB279,02:50,
Belfast,Cardiff,203,5.7,VTT103,05:10,"Liverpool, Woking, Cambridge, Colchester"
Belfast,Newcastle,388,4.4,MVL857,16:12,Birmingham
Belfast,Southampton,205,5.9,FOV602,02:52,Peterborough
Belfast,Portsmouth,74,2.0,SUG529,08:27,"York, Dundee"
Belfast,Nottingham,465,0.8,YDH157,09:51,Blackpool
Belfast,Brighton,367,6.0,NQF231,18:08,"Peterborough, Middlesbrough, York, Manchester, Nottingham"
Belfast,Leicester,409,5.4,JVB655,19:50,"Huddersfield, Middlesbrough, Luton, Derry, Belfast"
Belfast,Oxford,155,3.9,LHF585,14:58,Huddersfield
Belfast,Cambridge,348,4.0,NWI966,04:36,"Manchester, Belfast"
Belfast,York,386,1.0,GFY362,12:00,"Coventry, Cambridge"
Belfast,Aberdeen,374,5.9,DAZ947,13:21,"Basildon, Swansea, Birmingham"
Belfast,Dundee,368,3.1,ZHY649,19:37,"Basildon, Derby"
Belfast,Inverness,150,5.3,TWF526,18:16,"Inverness, Blackpool, Newport"
Belfast,Exeter,349,5.7,CNF930,07:48,
Belfast,Plymouth,240,1.3,CRJ877,11:54,Portsmouth
Belfast,Swansea,402,3.1,RMX496,18:55,"London, Reading, Coventry, Glasgow"
Belfast,Newport,153,4.3,ZYJ560,12:45,"Cambridge, Nottingham, London, Bournemouth, Blackpool"
Belfast,Coventry,486,4.3,MLS824,05:49,
Belfast,Stoke-on-Trent,478,1.7,YUI161,16:12,
Belfast,Wolverhampton,142,3.4,MTO687,09:42,"Huddersfield, Chelmsford, Bedford, Swansea"
Belfast,Derby,309,3.4,JCD393,11:24,"Birmingham, Derry, Manchester, Reading"
Belfast,Norwich,459,2.6,OBW717,13:14,"Blackpool, Plymouth, Leeds, Derby"
Belfast,Blackpool,492,4.7,CFF984,11:47,Bedford
Belfast,Middlesbrough,227,1.0,YFT944,12:01,"Rotherham, Wolverhampton"
Belfast,Bournemouth,209,2.0,EHO407,02:21,"Portsmouth, Norwich, Swansea, Huddersfield"
Belfast,Luton,134,2.8,KZD779,01:39,"Coventry, Edinburgh"
Belfast,Reading,334,1.3,CQT108,09:55,"Leicester, Peterborough, Glasgow"
Belfast,Warrington,490,2.2,VMQ776,06:01,
Belfast,Peterborough,335,3.2,DCJ320,12:45,
Belfast,Huddersfield,436,1.3,EQJ804,17:33,Basildon
Belfast,Slough,228,0.8,LDH388,01:51,"Edinburgh, Leicester"
Belfast,Basildon,482,2.4,ITE753,00:45,"Oxford, Colchester, Bournemouth, Slough, Aberdeen"
Belfast,Chelmsford,156,2.6,WRQ799,12:04,"Warrington, Dundee, Inverness"
Belfast,Colchester,439,1.2,WUA859,08:35,"Middlesbrough, Woking"
Belfast,Derry,359,2.1,SIF726,01:12,Newport
Belfast,Woking,190,4.9,ALH603,06:24,"Sheffield, Brighton"
Belfast,Rotherham,372,1.4,CXW996,13:00,"Belfast, Rotherham, Bournemouth"
Belfast,Bedford,137,3.2,DNM745,02:01,
Newcastle,London,74,1.1,BWR394,17:32,"Southampton, Inverness, Birmingham, Colchester, Derby"
Newcastle,Manchester,346,3.3,ODS614,22:44,"Cardiff, Warrington, Aberdeen"
Newcastle,Birmingham,111,2.2,HOK387,01:47,Woking
Newcastle,Liverpool,355,3.7,PCR114,15:53,Wolverhampton
Newcastle,Leeds,398,0.9,AJY779,12:00,"Blackpool, Bristol, Leicester"
Newcastle,Sheffield,74,2.3,TSZ361,07:00,"Leeds, Sheffield, Norwich, Dundee"
Newcastle,Bristol,356,3.3,CRV889,07:59,"Glasgow, Basildon, Blackpool"
Newcastle,Glasgow,487,3.1,SRD346,05:56,"Leicester, Leeds, Bedford, Nottingham"
Newcastle,Edinburgh,365,4.0,MMJ103,18:02,Portsmouth
Newcastle,Cardiff,98,3.7,PBT807,22:23,"Dundee, Newport"
Newcastle,Belfast,61,6.0,FKQ350,18:10,
Newcastle,Southampton,389,2.0,TAG569,02:59,"York, Exeter, Southampton"
Newcastle,Portsmouth,92,3.7,VTL167,15:08,
Newcastle,Nottingham,318,4.5,CAO792,05:43,"Rotherham, Reading, Derry"
Newcastle,Brighton,470,3.2,LXU517,04:17,
Newcastle,Leicester,381,5.5,NXG294,05:37,"Birmingham, Stoke-on-Trent, Cardiff, Portsmouth, Belfast"
Newcastle,Oxford,250,4.6,FUH480,01:43,"Cardiff, Stoke-on-Trent"
Newcastle,Cambridge,246,4.9,JSX357,01:13,"Peterborough, London"
Newcastle,York,451,2.8,VZM397,15:36,
Newcastle,Aberdeen,307,0.5,XZV734,18:43,"Basildon, Slough, Sheffield, Portsmouth, Liverpool"
Newcastle,Dundee,288,4.1,EDQ777,00:58,Aberdeen
Newcastle,Inverness,423,3.7,TOD799,05:14,"Wolverhampton, Derry, Newport"
Newcastle,Exeter,273,1.0,KOL177,06:38,"Leicester, Derry"
Newcastle,Plymouth,393,1.7,CCR901,23:16,"Luton, Rotherham"
Newcastle,Swansea,374,3.9,QOD937,23:57,"Leeds, Brighton, Plymouth"
Newcastle,Newport,309,3.2,BVO880,01:08,"Coventry, Luton"
Newcastle,Coventry,207,1.7,LRM546,08:01,
Newcastle,Stoke-on-Trent,340,1.8,VJL220,04:33,"Coventry, Newport, Stoke-on-Trent, Huddersfield, Manchester"
Newcastle,Wolverhampton,270,2.6,KPP336,08:25,
Newcastle,Derby,407,1.2,BNE851,13:07,
Newcastle,Norwich,385,4.8,LMX944,19:53,"Inverness, Colchester"
Newcastle,Blackpool,493,4.6,YLO966,21:15,"London, Birmingham, Bristol, Aberdeen"
Newcastle,Middlesbrough,225,2.7,NWL260,01:05,"Bedford, Bristol, Huddersfield"
Newcastle,Bournemouth,283,4.0,BSZ219,23:50,"Derby, Sheffield, Plymouth"
Newcastle,Luton,158,3.5,NBT889,19:19,"Peterborough, Bournemouth, Slough"
Newcastle,Reading,313,4.0,YAR265,19:45,"Norwich, Glasgow, Chelmsford, Bedford, Inverness"
Newcastle,Warrington,122,5.3,OUA950,01:33,
Newcastle,Peterborough,390,5.3,CGM232,06:44,"Sheffield, Birmingham, Liverpool, Cambridge, Stoke-on-Trent"
Newcastle,Huddersfield,93,4.0,EDU749,17:24,Edinburgh
Newcastle,Slough,370,3.0,IVA580,00:05,"Nottingham, Slough, Edinburgh"
Newcastle,Basildon,125,5.2,RIV533,22:21,"Stoke-on-Trent, Bedford"
Newcastle,Chelmsford,59,3.4,LYO700,04:46,"Brighton, Slough"
Newcastle,Colchester,217,3.3,JBE523,08:40,"Portsmouth, London, Blackpool, Nottingham, Glasgow"
Newcastle,Derry,408,2.9,TKR645,10:57,"Bournemouth, Exeter, Inverness, Peterborough"
Newcastle,Woking,497,2.6,GUY332,14:21,"Dundee, Exeter, Bournemouth, Slough, Inverness"
Newcastle,Rotherham,176,3.7,ABH691,17:46,London
Newcastle,Bedford,125,5.6,FFZ572,16:11,"Brighton, Inverness, Exeter"
Southampton,London,314,4.1,NSS914,06:23,"Woking, Cardiff, Edinburgh"
Southampton,Manchester,478,3.4,FXS448,03:18,
Southampton,Birmingham,174,2.6,ZPK480,08:45,
Southampton,Liverpool,433,4.5,OFZ405,07:54,"Reading, Chelmsford, Basildon, Bedford, Derry"
Southampton,Leeds,211,3.9,IPV571,23:42,
Southampton,Sheffield,263,2.2,QPW914,06:46,"Cambridge, Belfast, Middlesbrough"
Southampton,Bristol,322,1.7,WPY377,03:05,Slough
Southampton,Glasgow,296,1.6,FLC353,07:11,London
Southampton,Edinburgh,435,4.9,ELT402,17:17,Sheffield
Southampton,Cardiff,209,2.0,YTI587,03:21,"Leeds, Belfast"
Southampton,Belfast,273,1.8,NYS653,12:13,
Southampton,Newcastle,126,2.5,KCZ302,15:27,"Huddersfield, Basildon, Newport"
Southampton,Portsmouth,337,4.1,AUQ696,02:30,"Colchester, Leeds"
Southampton,Nottingham,335,5.1,OPG148,04:35,Portsmouth
Southampton,Brighton,207,3.9,PJP274,20:47,"Inverness, Swansea, Slough"
Southampton,Leicester,466,1.5,VGS398,17:41,
Southampton,Oxford,386,3.6,HLM533,16:42,"Portsmouth, Chelmsford, Plymouth"
Southampton,Cambridge,201,3.6,PPG149,00:09,"Warrington, Peterborough, Huddersfield"
Southampton,York,419,2.0,VLY910,10:12,
Southampton,Aberdeen,318,0.9,EIK267,12:22,
Southampton,Dundee,148,5.5,UTD316,22:11,
Southampton,Inverness,189,3.0,IIL364,16:24,"Woking, Luton, Portsmouth, Liverpool, Swansea"
Southampton,Exeter,145,3.8,QKV949,06:15,"Derry, Brighton, Newport, London"
Southampton,Plymouth,382,0.9,GHV620,22:27,Newcastle
Southampton,Swansea,308,4.5,AXV247,06:54,"Huddersfield, Manchester"
Southampton,Newport,185,4.5,OHX574,17:06,
Southampton,Coventry,234,5.7,SES799,03:12,Peterborough
Southampton,Stoke-on-Trent,328,1.0,JQM710,22:00,"Oxford, Sheffield, Leicester, Southampton"
Southampton,Wolverhampton,60,1.7,XSD151,08:51,"Oxford, Bristol, Plymouth, Belfast, Middlesbrough"
Southampton,Derby,237,4.7,CTU518,15:37,"Brighton, Blackpool, Newport, Huddersfield, Southampton"
Southampton,Norwich,437,5.5,HJB617,23:14,"Bristol, Cambridge"
Southampton,Blackpool,166,5.6,UCH378,01:16,"Colchester, Coventry, Middlesbrough, Reading"
Southampton,Middlesbrough,380,4.4,LER303,11:37,"Blackpool, Bournemouth, Derry"
Southampton,Bournemouth,475,3.6,ILZ393,16:28,"Luton, London, Manchester, Cardiff"
Southampton,Luton,445,3.2,SCG652,01:32,
Southampton,Reading,95,2.3,WWH206,05:00,"Colchester, Coventry, Wolverhampton, Bournemouth"
Southampton,Warrington,429,1.8,HCZ616,21:00,York
Southampton,Peterborough,346,3.7,ERS756,15:52,
Southampton,Huddersfield,257,5.5,ARA539,08:31,Bournemouth
Southampton,Slough,128,5.3,AZT346,10:30,
Southampton,Basildon,463,1.4,LMX317,00:37,"Bedford, Leeds"
Southampton,Chelmsford,263,5.6,USK942,11:33,"Chelmsford, Inverness"
Southampton,Colchester,92,4.7,USJ741,06:15,"Nottingham, Norwich"
Southampton,Derry,135,5.6,PYV240,09:36,"Bedford, Newcastle, Southampton"
Southampton,Woking,262,2.5,YEJ528,05:11,
Southampton,Rotherham,173,4.0,FFN847,21:16,
Southampton,Bedford,458,1.3,OMG963,04:13,"Colchester, Newcastle"
Portsmouth,London,338,1.6,HSX635,05:01,"Aberdeen, Swansea, Manchester"
Portsmouth,Manchester,461,4.9,YYR221,11:26,"Newport, Peterborough, York, Cambridge, Oxford"
Portsmouth,Birmingham,74,4.1,VWD163,22:11,
Portsmouth,Liverpool,185,5.9,RHO546,21:31,"Cardiff, Bristol, Newport, Colchester, Manchester"
Portsmouth,Leeds,154,5.3,BQB635,06:49,
Portsmouth,Sheffield,338,3.6,OCL384,14:30,"Stoke-on-Trent, Cardiff, Reading, Aberdeen, Chelmsford"
Portsmouth,Bristol,183,3.8,GZN573,18:08,"Bristol, Derry, London"
Portsmouth,Glasgow,192,4.9,JGK239,00:44,"Nottingham, Cambridge, Southampton, Leeds, Peterborough"
Portsmouth,Edinburgh,303,5.3,SEV431,17:33,"Oxford, Birmingham"
Portsmouth,Cardiff,269,2.1,WUS955,17:55,"Peterborough, Rotherham, Leeds, Newport, Oxford"
Portsmouth,Belfast,156,0.9,JMH197,01:25,"Wolverhampton, York, Glasgow, Colchester"
Portsmouth,Newcastle,147,3.1,ALI309,09:37,"Stoke-on-Trent, Chelmsford"
Portsmouth,Southampton,497,2.6,BDW633,01:34,
Portsmouth,Nottingham,449,4.1,FBN814,15:52,"Coventry, London"
Portsmouth,Brighton,87,6.0,QLC644,21:47,"Newcastle, Aberdeen, Oxford, Sheffield, Derry"
Portsmouth,Leicester,322,0.8,DJS513,13:37,
Portsmouth,Oxford,302,1.4,OOG875,02:01,"Aberdeen, Manchester, Newcastle, Edinburgh, Swansea"
Portsmouth,Cambridge,176,1.9,ZKP925,17:10,"Brighton, Derry, London, Newport, Huddersfield"
Portsmouth,York,109,5.2,WAA967,15:13,"Basildon, Woking, Southampton, Chelmsford"
Portsmouth,Aberdeen,448,0.5,IKB483,22:41,Oxford
Portsmouth,Dundee,140,2.2,XAO878,19:04,"Reading, Edinburgh, Stoke-on-Trent, Woking"
Portsmouth,Inverness,121,2.5,BHW418,05:30,"Bournemouth, Aberdeen, Dundee, Chelmsford, Birmingham"
Portsmouth,Exeter,116,3.5,HJH795,20:29,
Portsmouth,Plymouth,96,4.3,KBW542,22:49,Aberdeen
Portsmouth,Swansea,389,4.3,OQX811,06:32,
Portsmouth,Newport,181,0.9,QGS662,10:14,"Sheffield, Basildon, Warrington"
Portsmouth,Coventry,213,2.7,SRN955,14:04,Stoke-on-Trent
Portsmouth,Stoke-on-Trent,146,3.5,QMY647,05:24,"Slough, Blackpool, Huddersfield"
Portsmouth,Wolverhampton,493,3.8,ZRV704,03:04,
Portsmouth,Derby,304,3.4,PQA684,12:45,
Portsmouth,Norwich,222,3.6,TMG280,01:25,"Newcastle, Nottingham, Swansea, Colchester, Inverness"
Portsmouth,Blackpool,132,3.6,VXO560,13:53,Basildon
Portsmouth,Middlesbrough,245,0.9,WIF565,16:14,"Derby, Swansea, Blackpool"
Portsmouth,Bournemouth,448,4.8,IAU315,03:26,
Portsmouth,Luton,492,3.1,XSV221,23:53,London
Portsmouth,Reading,480,2.0,MNF183,13:32,
Portsmouth,Warrington,375,1.5,QOH500,23:08,
Portsmouth,Peterborough,339,2.4,HZN899,11:11,Southampton
Portsmouth,Huddersfield,330,5.9,XQD292,18:28,
Portsmouth,Slough,257,0.5,ENA625,02:41,"Woking, Huddersfield"
Portsmouth,Basildon,473,2.6,JWN295,13:14,
Portsmouth,Chelmsford,198,5.5,LBU847,12:30,"Colchester, Peterborough, Newport, Belfast"
Portsmouth,Colchester,396,3.1,LQA588,01:21,"Leicester, Reading, Chelmsford, Swansea, Basildon"
Portsmouth,Derry,290,6.0,QCA653,01:06,
Portsmouth,Woking,290,3.2,AVO142,21:42,Bristol
Portsmouth,Rotherham,312,2.4,ATF398,11:56,"Colchester, Belfast, Swansea, Reading, Blackpool"
Portsmouth,Bedford,384,1.1,ABV178,15:00,"Woking, Newcastle"
Nottingham,London,83,5.3,VME404,13:16,"Basildon, Bournemouth, Cambridge, Belfast"
Nottingham,Manchester,146,0.5,BCN703,02:50,"Coventry, Bedford, Cambridge, Slough, Inverness"
Nottingham,Birmingham,158,1.6,IYC672,20:10,"Newport, Swansea"
Nottingham,Liverpool,449,4.3,CEQ637,21:28,"Colchester, Rotherham, Leeds"
Nottingham,Leeds,123,5.0,DDV509,17:00,"Stoke-on-Trent, Huddersfield, Wolverhampton, Swansea, Cambridge"
Nottingham,Sheffield,367,3.4,AOT132,06:41,"Cardiff, Coventry, Edinburgh"
Nottingham,Bristol,352,1.0,CHD334,15:10,Warrington
Nottingham,Glasgow,56,5.9,CBN665,23:14,"Nottingham, Norwich, Sheffield, Coventry"
Nottingham,Edinburgh,476,5.7,WCF657,16:40,"Belfast, Swansea"
Nottingham,Cardiff,260,5.7,CNY137,11:57,Nottingham
Nottingham,Belfast,348,1.5,WUX647,16:12,
Nottingham,Newcastle,298,0.9,MLK839,14:45,"Bristol, Dundee"
Nottingham,Southampton,283,1.2,UNR506,17:27,"Peterborough, Warrington, Coventry, Woking, Belfast"
Nottingham,Portsmouth,148,4.6,RML585,08:56,Aberdeen
Nottingham,Brighton,247,4.1,OCF970,22:31,
Nottingham,Leicester,169,3.8,TQJ816,10:40,
Nottingham,Oxford,460,3.1,GND559,18:01,"Cardiff, Chelmsford, Woking"
Nottingham,Cambridge,115,2.1,JIS176,17:32,Nottingham
Nottingham,York,415,5.9,DXB173,10:58,"Middlesbrough, Derby"
Nottingham,Aberdeen,134,3.1,FEI558,08:31,"Plymouth, Leicester, Basildon, Slough"
Nottingham,Dundee,477,1.2,UZF530,10:22,"Slough, Coventry, Derry, Bristol, Inverness"
Nottingham,Inverness,211,1.5,PYO268,19:03,"Derry, Manchester, Leeds, Inverness, Reading"
Nottingham,Exeter,331,1.5,OTZ287,20:41,"Plymouth, Peterborough, Aberdeen"
